#--------------------------------------------------------------------------------
# Auto-generated by LiteX (ef775e0b8) on 2024-08-30 14:19:11
#--------------------------------------------------------------------------------
csr_base,ctrl,0xf0000000,,
csr_base,ddrphy,0xf0000800,,
csr_base,i2c0,0xf0001000,,
csr_base,identifier_mem,0xf0001800,,
csr_base,leds,0xf0002000,,
csr_base,sdram,0xf0002800,,
csr_base,spi,0xf0003000,,
csr_base,timer0,0xf0003800,,
csr_base,uart,0xf0004000,,
csr_register,ctrl_reset,0xf0000000,1,rw
csr_register,ctrl_scratch,0xf0000004,1,rw
csr_register,ctrl_bus_errors,0xf0000008,1,ro
csr_register,ddrphy_rst,0xf0000800,1,rw
csr_register,ddrphy_dly_sel,0xf0000804,1,rw
csr_register,ddrphy_half_sys8x_taps,0xf0000808,1,rw
csr_register,ddrphy_wlevel_en,0xf000080c,1,rw
csr_register,ddrphy_wlevel_strobe,0xf0000810,1,rw
csr_register,ddrphy_rdly_dq_rst,0xf0000814,1,rw
csr_register,ddrphy_rdly_dq_inc,0xf0000818,1,rw
csr_register,ddrphy_rdly_dq_bitslip_rst,0xf000081c,1,rw
csr_register,ddrphy_rdly_dq_bitslip,0xf0000820,1,rw
csr_register,ddrphy_wdly_dq_bitslip_rst,0xf0000824,1,rw
csr_register,ddrphy_wdly_dq_bitslip,0xf0000828,1,rw
csr_register,ddrphy_rdphase,0xf000082c,1,rw
csr_register,ddrphy_wrphase,0xf0000830,1,rw
csr_register,i2c0_w,0xf0001000,1,rw
csr_register,i2c0_r,0xf0001004,1,ro
csr_register,leds_out,0xf0002000,1,rw
csr_register,sdram_dfii_control,0xf0002800,1,rw
csr_register,sdram_dfii_pi0_command,0xf0002804,1,rw
csr_register,sdram_dfii_pi0_command_issue,0xf0002808,1,rw
csr_register,sdram_dfii_pi0_address,0xf000280c,1,rw
csr_register,sdram_dfii_pi0_baddress,0xf0002810,1,rw
csr_register,sdram_dfii_pi0_wrdata,0xf0002814,1,rw
csr_register,sdram_dfii_pi0_rddata,0xf0002818,1,ro
csr_register,sdram_dfii_pi1_command,0xf000281c,1,rw
csr_register,sdram_dfii_pi1_command_issue,0xf0002820,1,rw
csr_register,sdram_dfii_pi1_address,0xf0002824,1,rw
csr_register,sdram_dfii_pi1_baddress,0xf0002828,1,rw
csr_register,sdram_dfii_pi1_wrdata,0xf000282c,1,rw
csr_register,sdram_dfii_pi1_rddata,0xf0002830,1,ro
csr_register,sdram_dfii_pi2_command,0xf0002834,1,rw
csr_register,sdram_dfii_pi2_command_issue,0xf0002838,1,rw
csr_register,sdram_dfii_pi2_address,0xf000283c,1,rw
csr_register,sdram_dfii_pi2_baddress,0xf0002840,1,rw
csr_register,sdram_dfii_pi2_wrdata,0xf0002844,1,rw
csr_register,sdram_dfii_pi2_rddata,0xf0002848,1,ro
csr_register,sdram_dfii_pi3_command,0xf000284c,1,rw
csr_register,sdram_dfii_pi3_command_issue,0xf0002850,1,rw
csr_register,sdram_dfii_pi3_address,0xf0002854,1,rw
csr_register,sdram_dfii_pi3_baddress,0xf0002858,1,rw
csr_register,sdram_dfii_pi3_wrdata,0xf000285c,1,rw
csr_register,sdram_dfii_pi3_rddata,0xf0002860,1,ro
csr_register,spi_control,0xf0003000,1,rw
csr_register,spi_status,0xf0003004,1,ro
csr_register,spi_mosi,0xf0003008,1,rw
csr_register,spi_miso,0xf000300c,1,ro
csr_register,spi_cs,0xf0003010,1,rw
csr_register,spi_loopback,0xf0003014,1,rw
csr_register,timer0_load,0xf0003800,1,rw
csr_register,timer0_reload,0xf0003804,1,rw
csr_register,timer0_en,0xf0003808,1,rw
csr_register,timer0_update_value,0xf000380c,1,rw
csr_register,timer0_value,0xf0003810,1,ro
csr_register,timer0_ev_status,0xf0003814,1,ro
csr_register,timer0_ev_pending,0xf0003818,1,rw
csr_register,timer0_ev_enable,0xf000381c,1,rw
